Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,1,..,..,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,1,..,..,..,..,..,1.011700034,1.016100049,1.00880003,1.008000016,1,1,1.008900046,1.010100007,1.008399963,1.009299994,1.00940001,1.009899974,1.008299947,1.007099986,1.007400036,1.007799983,1.004099965,1.006700039,1.006600022,1.006199956,1.005599976,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,0.942889988,..,..,..,..,..,..,..,..,..,1.025869966,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,0.674600005,..,..,..,..,1,0.827355206,..,..,1,..,0.853770018,..,..,..,0.940739989,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,0.898029983,..,..,..,..,..,..,..,..,..,0.933210015,..,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,1.133889318,..,..,1.001510024,..,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,1,..,1,..,..,..,..,..,..,..,..,..,..,..,0.664300025,..,1,..,0.760370016,..,..,1,..,0.76572001,..,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.00030005,..,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,1.00177002,..,1.000399947,..,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,1.000200033,..,..
Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
